,Unnamed: 0,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr
22365,22365,22365,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22370,22370,22370,discuss,discuss,discuss,agree,agree,agree,agree
22375,22375,22375,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22380,22380,22380,discuss,agree,unrelated,unrelated,unrelated,agree,unrelated
22385,22385,22385,discuss,discuss,discuss,discuss,discuss,agree,discuss
22390,22390,22390,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22395,22395,22395,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22400,22400,22400,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22405,22405,22405,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22410,22410,22410,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22415,22415,22415,discuss,discuss,unrelated,discuss,discuss,agree,discuss
22420,22420,22420,unrelated,discuss,unrelated,unrelated,unrelated,discuss,discuss
22425,22425,22425,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22430,22430,22430,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22435,22435,22435,agree,agree,discuss,agree,agree,agree,agree
22440,22440,22440,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22445,22445,22445,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22450,22450,22450,discuss,discuss,discuss,discuss,discuss,agree,discuss
22455,22455,22455,discuss,discuss,discuss,discuss,discuss,agree,discuss
22460,22460,22460,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22465,22465,22465,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22470,22470,22470,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22475,22475,22475,disagree,agree,discuss,agree,agree,agree,agree
22480,22480,22480,agree,agree,agree,agree,agree,unrelated,agree
22485,22485,22485,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22490,22490,22490,discuss,discuss,discuss,agree,discuss,agree,discuss
22495,22495,22495,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22500,22500,22500,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
22505,22505,22505,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22510,22510,22510,discuss,unrelated,unrelated,discuss,discuss,agree,discuss
22515,22515,22515,discuss,discuss,discuss,discuss,discuss,agree,discuss
22520,22520,22520,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22525,22525,22525,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22530,22530,22530,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22535,22535,22535,disagree,agree,agree,discuss,discuss,agree,agree
22540,22540,22540,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22545,22545,22545,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22550,22550,22550,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22555,22555,22555,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22560,22560,22560,discuss,disagree,discuss,agree,discuss,agree,discuss
22565,22565,22565,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22570,22570,22570,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22575,22575,22575,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22580,22580,22580,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22585,22585,22585,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22590,22590,22590,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22595,22595,22595,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22600,22600,22600,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22605,22605,22605,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22610,22610,22610,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22615,22615,22615,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22620,22620,22620,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22625,22625,22625,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22630,22630,22630,agree,agree,agree,agree,agree,disagree,agree
22635,22635,22635,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22640,22640,22640,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22645,22645,22645,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22650,22650,22650,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22655,22655,22655,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22660,22660,22660,discuss,unrelated,unrelated,agree,discuss,agree,unrelated
22665,22665,22665,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22670,22670,22670,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22675,22675,22675,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
22680,22680,22680,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22685,22685,22685,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22690,22690,22690,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22695,22695,22695,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22700,22700,22700,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22705,22705,22705,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22710,22710,22710,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22715,22715,22715,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22720,22720,22720,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22725,22725,22725,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22730,22730,22730,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22735,22735,22735,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22740,22740,22740,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22745,22745,22745,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22750,22750,22750,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22755,22755,22755,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22760,22760,22760,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22765,22765,22765,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22770,22770,22770,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22775,22775,22775,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22780,22780,22780,agree,agree,agree,agree,agree,discuss,agree
22785,22785,22785,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22790,22790,22790,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22795,22795,22795,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22800,22800,22800,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22805,22805,22805,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22810,22810,22810,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22815,22815,22815,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22820,22820,22820,discuss,discuss,discuss,discuss,discuss,agree,discuss
22825,22825,22825,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22830,22830,22830,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22835,22835,22835,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22840,22840,22840,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22845,22845,22845,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22850,22850,22850,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22855,22855,22855,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22860,22860,22860,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
22865,22865,22865,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22870,22870,22870,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22875,22875,22875,discuss,agree,discuss,agree,discuss,agree,agree
22880,22880,22880,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22885,22885,22885,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22890,22890,22890,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22895,22895,22895,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22900,22900,22900,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22905,22905,22905,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22910,22910,22910,agree,agree,agree,agree,agree,agree,agree
22915,22915,22915,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22920,22920,22920,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22925,22925,22925,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22930,22930,22930,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22935,22935,22935,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22940,22940,22940,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22945,22945,22945,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22950,22950,22950,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22955,22955,22955,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22960,22960,22960,discuss,discuss,discuss,discuss,discuss,agree,discuss
22965,22965,22965,agree,agree,agree,agree,agree,unrelated,agree
22970,22970,22970,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22975,22975,22975,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22980,22980,22980,discuss,unrelated,discuss,agree,discuss,agree,unrelated
22985,22985,22985,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22990,22990,22990,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22995,22995,22995,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23000,23000,23000,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23005,23005,23005,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23010,23010,23010,discuss,discuss,discuss,discuss,discuss,discuss,discuss
23015,23015,23015,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23020,23020,23020,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23025,23025,23025,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23030,23030,23030,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
23035,23035,23035,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23040,23040,23040,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
23045,23045,23045,disagree,discuss,discuss,discuss,discuss,agree,discuss
23050,23050,23050,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23055,23055,23055,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23060,23060,23060,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23065,23065,23065,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23070,23070,23070,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23075,23075,23075,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23080,23080,23080,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23085,23085,23085,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23090,23090,23090,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23095,23095,23095,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
23100,23100,23100,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23105,23105,23105,agree,agree,discuss,discuss,discuss,unrelated,discuss
23110,23110,23110,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23115,23115,23115,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23120,23120,23120,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23125,23125,23125,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23130,23130,23130,disagree,unrelated,unrelated,agree,discuss,agree,unrelated
23135,23135,23135,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23140,23140,23140,disagree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23145,23145,23145,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23150,23150,23150,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23155,23155,23155,agree,agree,discuss,discuss,discuss,discuss,discuss
23160,23160,23160,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23165,23165,23165,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23170,23170,23170,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23175,23175,23175,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23180,23180,23180,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23185,23185,23185,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23190,23190,23190,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23195,23195,23195,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23200,23200,23200,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23205,23205,23205,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,discuss
23210,23210,23210,agree,agree,agree,agree,agree,unrelated,agree
23215,23215,23215,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23220,23220,23220,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23225,23225,23225,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23230,23230,23230,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23235,23235,23235,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23240,23240,23240,discuss,discuss,discuss,discuss,discuss,discuss,discuss
23245,23245,23245,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23250,23250,23250,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23255,23255,23255,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
23260,23260,23260,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
23265,23265,23265,agree,discuss,agree,discuss,discuss,agree,discuss
23270,23270,23270,disagree,agree,unrelated,unrelated,unrelated,agree,unrelated
23275,23275,23275,discuss,discuss,discuss,discuss,discuss,discuss,discuss
23280,23280,23280,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23285,23285,23285,discuss,discuss,discuss,discuss,discuss,discuss,discuss
23290,23290,23290,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
23295,23295,23295,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23300,23300,23300,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23305,23305,23305,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23310,23310,23310,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23315,23315,23315,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23320,23320,23320,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23325,23325,23325,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23330,23330,23330,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23335,23335,23335,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23340,23340,23340,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23345,23345,23345,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23350,23350,23350,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
23355,23355,23355,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23360,23360,23360,agree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23365,23365,23365,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23370,23370,23370,discuss,agree,discuss,agree,agree,agree,agree
23375,23375,23375,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23380,23380,23380,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
23385,23385,23385,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
