,Stance,solat,athene,uclmr,solat_tree,solat_deep,mix_solat_uclmr
17737,unrelated,discuss,unrelated,discuss,discuss,agree,discuss
17738,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17739,discuss,discuss,discuss,unrelated,discuss,discuss,discuss
17741,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17742,agree,agree,agree,agree,agree,disagree,agree
17743,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17744,agree,discuss,agree,agree,discuss,unrelated,discuss
17746,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17747,agree,discuss,agree,agree,discuss,discuss,discuss
17748,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17749,agree,unrelated,agree,discuss,agree,unrelated,discuss
17751,discuss,agree,discuss,discuss,agree,agree,agree
17752,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17753,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17754,agree,agree,agree,agree,agree,unrelated,agree
17756,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17757,disagree,agree,agree,discuss,discuss,agree,discuss
17758,agree,agree,agree,agree,agree,agree,agree
17759,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17761,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17762,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17763,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17764,discuss,agree,discuss,discuss,discuss,agree,discuss
17766,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17767,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
17768,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17769,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17771,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17772,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17773,discuss,discuss,discuss,discuss,discuss,agree,discuss
17774,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17776,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17777,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17778,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17779,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17781,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17782,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17783,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17784,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17786,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17787,agree,disagree,discuss,agree,discuss,disagree,discuss
17788,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17789,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17791,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17792,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17793,discuss,discuss,agree,agree,discuss,agree,discuss
17794,agree,discuss,discuss,discuss,discuss,agree,discuss
17796,agree,unrelated,agree,agree,discuss,unrelated,discuss
17797,disagree,discuss,unrelated,unrelated,discuss,unrelated,unrelated
17798,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17799,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17801,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17802,discuss,discuss,agree,discuss,discuss,unrelated,discuss
17803,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17804,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17806,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17807,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17808,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17809,discuss,discuss,agree,discuss,discuss,agree,discuss
17811,discuss,discuss,discuss,discuss,discuss,agree,discuss
17812,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17813,discuss,agree,discuss,discuss,discuss,agree,discuss
17814,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17816,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17817,agree,agree,agree,agree,agree,agree,agree
17818,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17819,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17821,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17822,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17823,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17824,agree,agree,discuss,agree,agree,agree,agree
17826,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17827,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17828,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17829,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17831,discuss,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
17832,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17833,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17834,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17836,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17837,discuss,discuss,discuss,discuss,discuss,agree,discuss
17838,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17839,agree,agree,agree,agree,agree,unrelated,agree
17841,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17842,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17843,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17844,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17846,discuss,discuss,agree,discuss,discuss,agree,discuss
17847,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17848,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17849,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17851,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17852,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17853,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17854,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
17856,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17857,discuss,agree,agree,agree,discuss,agree,agree
17858,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17859,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17861,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17862,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17863,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17864,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17866,disagree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17867,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17868,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17869,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17871,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17872,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17873,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17874,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17876,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17877,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17878,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17879,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17881,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17882,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17883,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17884,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17886,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17887,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17888,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17889,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17891,agree,discuss,discuss,discuss,discuss,discuss,discuss
17892,unrelated,unrelated,unrelated,agree,unrelated,agree,unrelated
17893,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
17894,discuss,discuss,discuss,discuss,discuss,agree,discuss
17896,agree,agree,agree,agree,agree,disagree,agree
17897,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17898,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17899,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17901,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
17902,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17903,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17904,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17906,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17907,discuss,agree,discuss,discuss,discuss,agree,discuss
17908,disagree,discuss,agree,discuss,discuss,agree,discuss
17909,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17911,discuss,discuss,discuss,discuss,discuss,agree,discuss
17912,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17913,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17914,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17916,discuss,discuss,unrelated,discuss,discuss,agree,discuss
17917,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17918,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17919,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17921,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17922,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17923,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17924,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17926,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17927,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17928,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17929,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17931,agree,agree,agree,agree,discuss,agree,agree
17932,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17933,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17934,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17936,discuss,agree,discuss,discuss,agree,agree,agree
17937,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss
17938,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
17939,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17941,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17942,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17943,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17944,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17946,discuss,discuss,discuss,discuss,discuss,agree,discuss
17947,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17948,discuss,agree,discuss,discuss,agree,agree,agree
17949,discuss,unrelated,discuss,agree,agree,unrelated,agree
17951,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17952,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17953,discuss,agree,discuss,discuss,agree,agree,discuss
17954,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17956,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17957,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17958,agree,agree,discuss,discuss,agree,agree,agree
17959,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17961,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17962,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17963,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17964,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17966,agree,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
17967,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17968,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
17969,agree,agree,agree,agree,agree,agree,agree
17971,agree,agree,agree,agree,agree,agree,agree
17972,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17973,discuss,discuss,discuss,discuss,discuss,agree,discuss
17974,discuss,discuss,disagree,discuss,discuss,agree,discuss
17976,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17977,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17978,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17979,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17981,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17982,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17983,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17984,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17986,discuss,unrelated,agree,discuss,agree,unrelated,agree
17987,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17988,agree,unrelated,discuss,agree,agree,unrelated,agree
17989,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17991,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17992,agree,agree,agree,agree,discuss,agree,agree
17993,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17994,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17996,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17997,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17998,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17999,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18001,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18002,disagree,agree,discuss,discuss,discuss,agree,discuss
18003,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18004,discuss,discuss,discuss,discuss,discuss,discuss,discuss
18006,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
18007,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
18008,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18009,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18011,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18012,discuss,discuss,discuss,discuss,discuss,discuss,discuss
18013,discuss,discuss,discuss,discuss,discuss,agree,discuss
18014,unrelated,discuss,unrelated,unrelated,discuss,discuss,unrelated
18016,discuss,discuss,discuss,agree,discuss,agree,agree
18017,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18018,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18019,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18021,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
18022,agree,agree,agree,agree,agree,agree,agree
18023,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18024,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18026,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
18027,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18028,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18029,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18031,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18032,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
18033,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
18034,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
18036,discuss,unrelated,agree,unrelated,unrelated,agree,unrelated
18037,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18038,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
18039,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18041,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
18042,discuss,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
18043,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
